student_id,student_name,age,gender,country,state,education_level,employment_status,industry,years_of_experience,course_name,course_category,course_fee,engagement_score,progress_percent,enrollment_date,last_active_date,assignment_submission_rate,attendance_rate,satisfaction_rating,dropout_probability,dropout_status
972,"Harriet Roberts",29,Female,UK,Scotland,Graduate,Unemployed,Others,0,"LLMs and Generative AI","AI & Data Science",2600,0.98,0,2023-01-19,2025-04-16,0.74,0.77,0,0.23,"Not Likely"
973,"Chatresh De",29,Male,India,Delhi,Graduate,Employed,Finance,7.4,"Project Management Pro",Operations,1600,0.4,26,2021-04-21,2025-04-07,0.15,0.72,5,0.55,"May Leave"
974,"Dipl.-Ing. Janus Graf B.Eng.",45,Male,Germany,Hesse,Postgraduate,Unemployed,Marketing,0,"Personal Finance Mastery",Finance,1800,0.61,0,2020-07-24,2025-03-22,0.29,0.6,1,0.43,"May Leave"
975,"Steven Mills",30,Male,Canada,Ontario,Postgraduate,unknown,Marketing,0,"Computer Vision Crash Course","AI & Data Science",2150,0.92,0,2024-10-06,2025-04-09,0.18,0.43,5,0.35,"Not Likely"
976,"Ladli Baral",32,Male,India,"Tamil Nadu",Diploma,Freelancer,Others,0,"Computer Vision Crash Course","AI & Data Science",2250,2.21,80,2022-11-13,2025-02-23,0.84,0.77,4,0.33,"Not Likely"
977,"Yatin Raj",32,unknown,India,Karnataka,unknown,Student,Finance,0,"Investment Banking 101",Finance,2100,0.42,48,2020-08-31,0000-00-00,0.76,0.54,3,0.53,"May Leave"
978,"Liam Kata",35,Other,India,Delhi,Graduate,Student,IT,0,"Fintech Fundamentals",Finance,1950,0.98,47,2024-09-18,2025-02-11,0.94,0.88,1,0.2,"Not Likely"
979,"Brian Miller",44,Other,Singapore,Singapore,unknown,Student,IT,0,"Branding & Consumer Behavior",Marketing,1550,0.82,0,2021-08-07,2025-01-23,0.86,0.49,2,0.38,"Not Likely"
980,"Amol Khosla",32,Female,India,Karnataka,Postgraduate,Unemployed,Marketing,0,"Quantitative Finance with Python",Finance,2100,0.28,21,2020-04-14,2025-03-28,0.29,0.98,0,0.53,"May Leave"
981,"Onveer Sathe",32,Other,India,Karnataka,Graduate,Unemployed,Education,0,"Leadership Development",HR,1350,0.97,0,2020-11-12,0000-00-00,0.96,0.89,2,0.19,"Not Likely"
982,"Thomas Ortiz",32,Other,USA,Florida,Diploma,unknown,Education,0,"Social Media Marketing",Marketing,1600,0.94,41,2020-10-26,2025-03-11,0.29,0.73,5,0.28,"Not Likely"
983,"Stephanie Paul",32,Male,Canada,Alberta,unknown,Employed,IT,0,"Lean Six Sigma",Operations,1600,0.9,0,2024-01-14,2025-02-13,0.04,0.41,0,0.37,"Not Likely"
984,"James Foster",32,Other,Singapore,Singapore,Diploma,Unemployed,IT,2.3,"SEO & Content Strategy",Marketing,1600,0.56,0,2024-11-22,2025-01-22,0.59,0.82,3,0.38,"Not Likely"
985,"Juan Bowman",32,Male,USA,"New York",Undergraduate,Unemployed,Marketing,0,"HR Analytics",HR,1300,0.11,0,2023-09-05,2025-01-19,0.96,0.77,0,0.57,"May Leave"
986,"Gareth Kaur",45,Other,UK,England,Postgraduate,unknown,,0,"Business Analytics with Excel",Business,1500,2.21,37,2021-11-21,2025-03-03,0.62,0.78,1,0.46,"May Leave"
988,"Darpan Patel",32,Other,India,Delhi,Undergraduate,unknown,Finance,0,"Equity Research Essentials",Finance,2000,0.7,87,2021-06-27,2025-04-14,0.47,0.45,3,0.32,"Not Likely"
989,"Grace Guzman",30,unknown,Australia,Queensland,Postgraduate,Unemployed,Marketing,0,"Project Management Pro",Operations,1750,0.78,59,2021-07-31,2025-02-17,0.65,0.77,4,0.28,"Not Likely"
990,"Anamika Lad",32,Female,India,Karnataka,Diploma,Unemployed,Marketing,0,"Project Management Pro",Operations,1700,0.86,0,2023-02-07,2025-01-20,0.05,0.55,0,0.34,"Not Likely"
991,"Sai Saini",32,Male,India,Maharashtra,Diploma,Freelancer,Others,9,"Fintech Fundamentals",Finance,1950,0.15,0,2021-07-05,2025-02-13,0.96,0.59,1,0.61,"May Leave"
992,"Vedant Murthy",32,Other,India,Delhi,Undergraduate,unknown,Finance,0,"Investment Banking 101",Finance,2100,0.08,26,2025-03-08,2025-01-23,0.48,0.97,4,0.6,"May Leave"
993,"Maya Datta",22,Male,India,"Tamil Nadu",Graduate,Freelancer,Others,5.8,"Leadership Development",HR,1500,0.43,47,2023-05-11,2025-02-05,0.97,0.84,2,0.44,"May Leave"
994,"Chatresh Wadhwa",32,Male,India,Delhi,Diploma,Student,Others,0,"Organizational Behavior",HR,1300,2.21,0,2024-10-21,2025-01-11,0.76,0.4,5,0.53,"May Leave"
995,"Lynne Moss",38,Other,UK,"Northern Ireland",Diploma,Employed,,0,"SEO & Content Strategy",Marketing,1500,0.92,55,2022-09-15,2025-01-19,0.42,0.76,0,0.24,"Not Likely"
996,"Vansha Anand",45,Other,India,Delhi,Diploma,Freelancer,Finance,0,"Fintech Fundamentals",Finance,1800,0.3,30,2023-08-21,2025-02-11,0.39,0.52,2,0.63,"May Leave"
997,"Avni Singh",32,Male,India,Karnataka,Postgraduate,Unemployed,Marketing,0,"MLOps Mastery","AI & Data Science",2600,0.24,67,2023-07-16,2025-02-28,0.22,0.96,2,0.42,"May Leave"
998,"Klaus-Werner Patberg",32,Female,Germany,Hesse,Postgraduate,unknown,Others,8.9,"Talent Acquisition & Hiring",HR,1400,0.42,0,2024-07-17,2025-04-19,0.46,0.91,3,0.41,"May Leave"
999,"Mareike Caspar",29,Male,Germany,Berlin,unknown,Student,Marketing,0,"Prompt Engineering for LLMs","AI & Data Science",2650,0.07,0,2025-03-02,2025-02-25,0.75,0.91,4,0.55,"May Leave"
1000,"Raymond Hunt",19,Female,USA,"New York",unknown,unknown,,0,"Organizational Behavior",HR,1150,0.14,0,2024-09-21,2025-01-24,0.49,1,2,0.49,"May Leave"
1004,"Ria Dutta",43,Male,India,"Tamil Nadu",Graduate,Student,Finance,0,"Performance Management",HR,1300,0.81,1,2023-09-21,2025-04-24,0.18,0.4,2,0.55,"May Leave"
1007,"William Edwards",32,Female,UK,Wales,unknown,Student,Education,6.7,"Personal Finance Mastery",Finance,1800,0.08,1,2022-02-03,2025-03-30,0.55,0.46,0,0.83,"Likely to Leave"
1009,,18,unknown,UK,England,Undergraduate,unknown,IT,0,"HR Analytics",HR,1450,0.6,67,2022-01-25,2025-02-05,0.27,0.81,4,0.32,"Not Likely"
1010,"Vasudha Ranganathan",35,Male,India,Maharashtra,Undergraduate,Student,Education,0,"LLMs and Generative AI","AI & Data Science",2750,0.02,0,2022-05-29,0000-00-00,0.66,0.47,3,0.7,"May Leave"
1016,,43,Male,India,Delhi,unknown,Student,,0,"LLMs and Generative AI","AI & Data Science",2700,0.02,0,2024-03-15,0000-00-00,0.18,0.51,5,0.69,"May Leave"
1020,"Julia Lewis",32,Other,UK,England,Graduate,Freelancer,,0,"LLMs and Generative AI","AI & Data Science",2600,0.84,0,2024-07-28,0000-00-00,0.74,0.85,0,0.26,"Not Likely"
1021,"Cynthia Villanueva",41,Other,Canada,Quebec,Undergraduate,Student,,9.5,"AI for Business","AI & Data Science",2250,0.86,0,2024-01-16,2025-01-05,0.83,0.98,2,0.21,"Not Likely"
1022,"Aayush Desai",23,Male,India,Karnataka,unknown,Freelancer,IT,0,"Growth Hacking",Marketing,1700,0.02,0,2023-02-19,2025-03-24,0.78,0.68,1,0.64,"May Leave"
1027,"Praneel Narang",32,Male,India,"West Bengal",unknown,Student,Education,0,"AI Product Management","AI & Data Science",2650,0.98,43,2022-12-14,2025-01-25,0.17,0.65,4,0.28,"Not Likely"
1028,"Carly Brown",32,Other,Singapore,Singapore,unknown,Freelancer,IT,7.1,"Organizational Behavior",HR,1250,0.67,91,2024-06-14,2025-03-27,0.13,0.54,3,0.3,"Not Likely"
1029,"Guy Lewis",32,Female,UK,England,Diploma,Employed,IT,9.4,"Negotiation & Influence",Business,1400,0.3,0,2021-11-24,2025-02-13,0.31,0.58,4,0.56,"May Leave"
1036,"Norman Clark",25,Female,UK,Scotland,Diploma,unknown,,0,"Business Analytics with Excel",Business,1500,0.08,53,2022-03-23,2025-03-03,0.63,0.86,2,0.55,"May Leave"
1037,"Yashoda Oak",32,Male,India,"Tamil Nadu",Undergraduate,Student,Finance,0,"Business Analytics with Excel",Business,1500,0.51,0,2023-03-21,0000-00-00,0.28,0.64,4,0.45,"May Leave"
1038,"Steven Gordon",32,Female,USA,Illinois,Undergraduate,Freelancer,Others,0,"Logistics & Supply Chain",Operations,1550,0.48,97,2023-03-04,0000-00-00,0.98,0.77,2,0.29,"Not Likely"
1039,"Veda Gade",32,Female,India,Delhi,Postgraduate,Student,IT,0,"Digital Marketing Bootcamp",Marketing,1700,0.74,81,2023-12-12,2025-01-23,0.39,0.9,5,0.19,"Not Likely"
1042,"Melissa Mullins",32,Male,Singapore,Singapore,Graduate,Employed,Marketing,0,"Organizational Behavior",HR,1300,0.87,0,2021-12-10,2025-04-27,0.24,0.78,1,0.27,"Not Likely"
1043,"Melissa Brown",18,Female,Singapore,Singapore,Diploma,Freelancer,Marketing,0,"Organizational Behavior",HR,1250,0.9,0,2021-06-15,2025-04-20,0.6,0.7,0,0.28,"Not Likely"
1046,"Nicholas Frank",32,Female,USA,Florida,Graduate,Freelancer,Education,5.6,"Lean Six Sigma",Operations,1650,0.59,0,2023-08-31,2025-02-10,0.47,0.44,4,0.48,"May Leave"
1048,"Amara Keer",32,Female,India,Delhi,Graduate,Employed,IT,5,"Machine Learning Pro","AI & Data Science",2350,0.98,31,2025-02-27,2025-02-06,0.2,0.9,4,0.24,"Not Likely"
1049,"Joseph Owens",29,unknown,Australia,Victoria,Diploma,Unemployed,Education,0,"Branding & Consumer Behavior",Marketing,1650,0.97,0,2024-09-24,2025-02-23,0.84,0.56,3,0.29,"Not Likely"
1054,"Balendra Bansal",32,Female,India,"West Bengal",Diploma,Student,Marketing,0,"Performance Management",HR,1300,0.58,0,2021-07-16,2025-04-03,0.09,0.52,2,0.46,"May Leave"
1066,"Cassie Carlson",32,unknown,Australia,"New South Wales",Postgraduate,unknown,Others,3.3,"AI for Business","AI & Data Science",2100,0.53,43,2021-05-28,0000-00-00,0.67,0.62,1,0.47,"May Leave"
1067,"Urvi Natt",41,unknown,India,"Tamil Nadu",unknown,Employed,Education,2.5,"Leadership Development",HR,1450,0.89,1,2024-09-23,2025-04-15,0.65,0.56,3,0.47,"May Leave"
1070,"Dr Nicholas Dunn",32,Female,UK,"Northern Ireland",unknown,Student,Education,8.2,"Negotiation & Influence",Business,1500,0.93,0,2020-09-26,2025-03-26,0.42,1,0,0.18,"Not Likely"
1073,"Banjeet Goda",32,Other,India,Karnataka,Diploma,Freelancer,Finance,7.2,"Talent Acquisition & Hiring",HR,1400,0.12,47,2023-06-13,2025-04-01,0.48,0.86,4,0.55,"May Leave"
1087,"Faras Viswanathan",42,unknown,India,"West Bengal",Diploma,Employed,,6.2,"Deep Learning Essentials","AI & Data Science",2450,2.21,97,2021-12-25,2025-03-17,0.58,0.81,2,0.27,"Not Likely"
1095,"Margaret Johnson",31,unknown,USA,California,Diploma,Employed,,0,"Business Communication",Business,1300,0.33,0,2021-02-20,2025-03-23,0.45,0.44,5,0.59,"May Leave"
1104,"Chakradhar Om",32,unknown,India,Maharashtra,Graduate,unknown,Education,3.7,"Equity Research Essentials",Finance,1850,2.21,69,2024-01-09,2025-03-16,0.29,0.49,0,0.45,"May Leave"
1111,"Danielle Howard",43,Female,Australia,Victoria,unknown,Employed,Others,0,"Quantitative Finance with Python",Finance,2250,0.88,1,2025-02-22,0000-00-00,0.04,0.92,3,0.37,"Not Likely"
1114,"Hema Rout",32,Other,India,"Tamil Nadu",Undergraduate,unknown,Finance,0,"Branding & Consumer Behavior",Marketing,1650,0.29,0,2020-06-20,2025-03-31,0.56,0.88,4,0.47,"May Leave"
1117,"Jennifer Price",20,Male,Australia,Queensland,Undergraduate,Student,Finance,4.5,"Negotiation & Influence",Business,1500,0.22,22,2023-07-28,0000-00-00,0.34,0.75,3,0.62,"May Leave"
1120,"Mr Lee Smith",30,Male,UK,"Northern Ireland",Diploma,unknown,IT,1.3,"Operations Strategy",Operations,1550,2.21,57,2023-01-05,2025-02-05,0.18,0.5,3,0.48,"May Leave"
1128,"Mr Simon Smith",30,unknown,UK,Wales,unknown,Employed,Education,0,"AI Product Management","AI & Data Science",2600,0.33,79,2024-10-27,2025-01-01,0.15,0.95,0,0.35,"Not Likely"
1129,"Shaurya Sankar",35,unknown,India,"Tamil Nadu",Graduate,Student,Others,0,"AI Product Management","AI & Data Science",2500,0.21,0,2022-08-27,2025-02-22,0.8,0.65,5,0.57,"May Leave"
1133,"Mark Holden",24,unknown,Australia,"New South Wales",Diploma,Freelancer,,0,"Data Engineering with Python","AI & Data Science",2500,0.45,0,2021-11-29,2025-02-10,0.49,0.67,5,0.47,"May Leave"
1134,"Mr. Nicholas Kelly III",45,Male,USA,Florida,Undergraduate,Freelancer,Education,0,"Quantitative Finance with Python",Finance,2100,0.05,0,2021-07-06,2025-04-22,0.47,0.52,3,0.67,"May Leave"
1137,"Jann Karge",31,unknown,Germany,Bavaria,Graduate,Student,Marketing,7.9,"Leadership Development",HR,1500,0.76,89,2021-07-08,0000-00-00,0.13,0.97,5,0.14,"Not Likely"
1142,"Jagdish Kaul",32,Other,India,Maharashtra,Graduate,Unemployed,Finance,0,"Project Management Pro",Operations,1750,0.94,0,2021-12-27,2025-04-20,0.03,0.77,3,0.24,"Not Likely"
1148,"Benjamin Williamson",18,unknown,Australia,Victoria,Undergraduate,Student,,0,"Personal Finance Mastery",Finance,1800,0.45,91,2020-08-07,2025-04-07,0.23,0.93,5,0.27,"Not Likely"
1152,"Manya Uppal",32,Female,India,Karnataka,Postgraduate,Employed,IT,0,"Logistics & Supply Chain",Operations,1600,0.72,0,2021-01-01,2025-02-04,0.16,0.91,4,0.29,"Not Likely"
1165,"Eshana Lall",44,Male,India,Delhi,Diploma,Employed,IT,0,"Computer Vision Crash Course","AI & Data Science",2250,0.05,74,2024-08-29,2025-02-22,0.77,0.75,2,0.53,"May Leave"
1166,"Candice Sosa",38,unknown,USA,"New York",Undergraduate,Employed,Education,8.7,"Investment Banking 101",Finance,2000,0.31,81,2024-07-30,2025-04-29,0.61,0.62,5,0.45,"May Leave"
1172,,32,Other,Germany,Bavaria,unknown,Student,Others,6.5,"Prompt Engineering for LLMs","AI & Data Science",2750,0.77,95,2021-09-23,0000-00-00,0.26,0.85,1,0.15,"Not Likely"
1174,"Melissa Perry",32,Male,Canada,"British Columbia",Graduate,Freelancer,Others,0,"Business Communication",Business,1300,0.93,83,2023-07-27,2025-05-01,0.48,0.74,1,0.16,"Not Likely"
1180,"Chad Miller",41,unknown,USA,Texas,Postgraduate,Employed,Education,0,"Branding & Consumer Behavior",Marketing,1650,0.13,27,2022-12-15,2025-01-28,0.86,0.66,2,0.67,"May Leave"
1181,"Mrs Julia Chamberlain",25,Female,UK,England,Diploma,Employed,Finance,2.6,"Organizational Behavior",HR,1150,2.21,5,2023-09-13,2025-03-25,0.62,0.7,0,0.57,"May Leave"
1183,"Noah Khanna",32,Male,India,"West Bengal",Graduate,Employed,Others,0,"MLOps Mastery","AI & Data Science",2550,0.38,0,2021-02-19,2025-01-11,0.57,0.44,0,0.57,"May Leave"
1187,"Melanie Cook",32,unknown,USA,Florida,Undergraduate,Freelancer,Finance,0,"Marketing Analytics",Marketing,1800,0.47,10,2020-09-13,2025-02-27,0.49,0.73,3,0.56,"May Leave"
1198,"Shawn Jones DDS",32,Male,USA,Texas,unknown,unknown,Others,0,"Fintech Fundamentals",Finance,1950,2.21,0,2023-02-19,2025-03-11,0.52,0.67,1,0.45,"May Leave"
1199,"Jason Mahajan",37,Female,India,Delhi,Postgraduate,Freelancer,,0,"Social Media Marketing",Marketing,1700,0.8,0,2022-05-06,2025-04-23,0.36,0.67,2,0.33,"Not Likely"
1204,"Dr Nicola Robinson",34,Male,UK,"Northern Ireland",Diploma,Employed,Others,7.3,"Deep Learning Essentials","AI & Data Science",2400,0.88,19,2021-05-16,2025-01-19,0.43,0.49,1,0.44,"May Leave"
1205,"Irene Webb",32,Female,UK,Wales,Postgraduate,Freelancer,Marketing,7.2,"Data Science Bootcamp","AI & Data Science",2550,0.66,15,2022-06-12,2025-03-13,0.1,0.8,2,0.45,"May Leave"
1206,"Timothy Brown",43,Male,Singapore,Singapore,Undergraduate,Student,Marketing,8.2,"Operations Strategy",Operations,1500,0.52,95,2022-10-14,2025-02-05,0.8,0.59,3,0.33,"Not Likely"
1210,"Tina Hubbard",28,Other,USA,Illinois,Undergraduate,Student,Finance,0,"Investment Banking 101",Finance,2100,1,42,2024-09-15,2025-03-25,0.18,0.94,5,0.19,"Not Likely"
1213,"Dalaja Deol",34,unknown,India,Karnataka,Graduate,Employed,IT,7.9,"AI Product Management","AI & Data Science",2650,2.21,0,2021-12-24,2025-01-27,0.69,0.72,0,0.43,"May Leave"
1218,"Falguni Bera",42,Male,India,Maharashtra,Graduate,Unemployed,,5.9,"MLOps Mastery","AI & Data Science",2550,0.13,65,2024-06-13,2025-01-14,0.15,0.54,2,0.59,"May Leave"
1222,"Tanveer Viswanathan",32,Other,India,"Tamil Nadu",Postgraduate,Employed,Education,0.8,"Computer Vision Crash Course","AI & Data Science",2150,0.61,0,2024-10-25,2025-04-13,0.83,0.59,0,0.43,"May Leave"
1226,"Samantha White",27,Other,USA,Illinois,Graduate,Employed,Others,0,"Operations Strategy",Operations,1500,0.2,0,2022-02-17,0000-00-00,0.16,0.58,4,0.6,"May Leave"
1229,"Warhi Pillai",31,Female,India,"Tamil Nadu",Graduate,Student,,0,"Leadership Development",HR,1350,0.09,64,2023-12-22,2025-03-07,0.21,0.44,2,0.64,"May Leave"
1236,"Shannon Morris",27,unknown,USA,Illinois,Graduate,unknown,Education,0,"SEO & Content Strategy",Marketing,1600,0.15,0,2023-03-17,2025-03-24,0.87,0.62,4,0.6,"May Leave"
1237,"Jacob Perez",35,Male,Singapore,Singapore,Undergraduate,Employed,,0,"NLP in Action","AI & Data Science",2350,0.03,0,2024-11-18,2025-02-05,1,0.75,3,0.61,"May Leave"
1242,"Pushti Kibe",32,Male,India,Maharashtra,unknown,Student,Others,0,"LLMs and Generative AI","AI & Data Science",2700,0.13,0,2025-01-05,2025-02-16,0.66,0.66,1,0.6,"May Leave"
1247,"Rachit Sarna",32,Male,India,Maharashtra,Graduate,Freelancer,Others,3,"Machine Learning Pro","AI & Data Science",2300,0.78,0,2024-09-25,2025-02-19,0.69,0.84,4,0.29,"Not Likely"
1257,"Hema Rau",41,Female,India,"West Bengal",Postgraduate,Freelancer,Marketing,0,"Strategic Thinking",Business,1400,0.14,56,2021-07-24,2025-04-18,0.96,0.7,4,0.57,"May Leave"
1264,"Diana Hall",32,unknown,USA,California,Graduate,unknown,Education,0,"Deep Learning Essentials","AI & Data Science",2400,0.21,0,2020-05-19,2025-04-06,0.05,0.74,5,0.54,"May Leave"
1265,"David Hoffman",33,Male,Canada,Ontario,Undergraduate,Freelancer,Others,0,"AI for Business","AI & Data Science",2100,0.18,41,2023-11-19,2025-01-03,0.78,0.47,5,0.66,"May Leave"
1270,"Dalbir Shere",26,Male,India,Maharashtra,Postgraduate,Employed,Others,5.4,"Marketing Analytics",Marketing,1750,0.3,0,2021-06-06,2025-04-16,0.73,0.78,0,0.5,"May Leave"
1275,"Rita Williams",32,Female,UK,Wales,Graduate,Student,Marketing,0,"Machine Learning Pro","AI & Data Science",2300,0.69,53,2024-12-08,2025-03-14,0.44,0.88,0,0.3,"Not Likely"
1277,"Ayushman Randhawa",32,Female,India,Karnataka,Undergraduate,unknown,Education,0,"MLOps Mastery","AI & Data Science",2550,0.76,0,2023-09-26,2025-02-02,0.39,0.8,5,0.31,"Not Likely"
1280,"Christina Clements",32,Female,USA,Florida,unknown,Employed,Others,0,"Quantitative Finance with Python",Finance,2100,0.92,0,2024-04-18,2025-03-25,0.28,0.68,0,0.28,"Not Likely"
1281,"Yochana Ahuja",37,Female,India,Delhi,Diploma,Freelancer,Finance,0,"Talent Acquisition & Hiring",HR,1350,0.48,0,2022-11-24,2025-01-25,0.03,0.76,4,0.43,"May Leave"
1283,"Kevin Bajwa",19,Male,India,"Tamil Nadu",Undergraduate,Freelancer,Others,0,"Equity Research Essentials",Finance,1950,0.33,0,2020-11-16,0000-00-00,0.16,0.99,3,0.42,"May Leave"
1290,,32,Male,USA,California,unknown,Student,,8.1,"Negotiation & Influence",Business,1400,2.21,0,2022-06-07,2025-01-05,0.38,0.52,0,0.49,"May Leave"
1298,"Yatin Rege",39,Other,India,Karnataka,Graduate,Unemployed,Finance,0,"Branding & Consumer Behavior",Marketing,1550,0.27,0,2023-07-18,2025-03-09,0.1,0.53,0,0.58,"May Leave"
1313,"Isha Chanda",32,Female,India,Delhi,Graduate,unknown,Education,0,"Fintech Fundamentals",Finance,1900,0.17,89,2024-04-10,2025-01-06,0.46,0.64,3,0.47,"May Leave"
1315,"Jyoti Kari",32,Male,India,Delhi,unknown,Student,Education,7.5,"Digital Marketing Bootcamp",Marketing,1850,0.42,26,2020-07-11,2025-04-15,0.36,0.74,1,0.53,"May Leave"
1317,"Kavya Dhawan",32,unknown,India,Maharashtra,Postgraduate,Freelancer,Education,0,"Project Management Pro",Operations,1600,0.24,0,2020-01-23,2025-02-19,0.99,0.78,1,0.52,"May Leave"
1319,"Anya Sarna",32,Other,India,"Tamil Nadu",Diploma,Freelancer,Others,0,"Deep Learning Essentials","AI & Data Science",2400,0.11,62,2020-04-21,2025-04-11,0.44,0.74,4,0.55,"May Leave"
1320,"Mikayla George",32,Male,Australia,Queensland,Undergraduate,Employed,Others,0,"HR Analytics",HR,1400,0.87,0,2020-03-28,2025-03-02,0.97,0.96,5,0.36,"Not Likely"
1325,"Jeevika Nagi",32,Male,India,Karnataka,unknown,Student,Others,0.8,"Marketing Analytics",Marketing,1800,0.8,69,2020-02-20,2025-04-23,0.81,0.82,4,0.23,"Not Likely"
1328,"Joseph Murray",39,Male,Canada,Alberta,Undergraduate,Student,,1.6,"Performance Management",HR,1300,0.35,0,2022-10-04,2025-04-01,0.04,0.64,2,0.52,"May Leave"
1331,"Lekha Nadig",30,unknown,India,Delhi,unknown,Unemployed,Finance,0,"Organizational Behavior",HR,1300,0.98,88,2024-01-02,2025-04-21,0.51,0.5,4,0.19,"Not Likely"
1340,"Shivansh Jain",32,Female,India,"Tamil Nadu",Postgraduate,Student,Finance,0,"Data Science Bootcamp","AI & Data Science",2500,0.13,0,2023-10-30,2025-01-20,0.44,0.49,2,0.65,"May Leave"
1343,"Cody Donovan",24,unknown,USA,Texas,Undergraduate,Unemployed,Education,0,"Deep Learning Essentials","AI & Data Science",2400,0.07,53,2021-06-30,2025-01-30,0.04,0.96,5,0.53,"May Leave"
1345,"Sai Babu",32,Other,India,Karnataka,unknown,unknown,Marketing,0,"Business Communication",Business,1200,0.23,4,2020-09-25,2025-03-19,0.9,0.87,4,0.64,"May Leave"
1348,"Mr Sam Gould",32,Female,UK,Wales,Diploma,Student,IT,0,"Investment Banking 101",Finance,2150,2.21,0,2022-09-12,2025-04-23,0.79,0.73,2,0.43,"May Leave"
1351,"Amara Bose",32,Male,India,Maharashtra,Postgraduate,Freelancer,Education,0,"Operations Strategy",Operations,1500,0.23,0,2021-12-29,2025-01-26,0.4,0.75,0,0.53,"May Leave"
1361,"Kristin Roberson",20,Female,Australia,"New South Wales",unknown,Employed,Others,0,"Prompt Engineering for LLMs","AI & Data Science",2750,0.44,81,2020-06-24,2025-04-02,0.28,0.97,5,0.29,"Not Likely"
1365,"Sydney Mitchell",32,Other,Canada,Alberta,Postgraduate,Unemployed,,0,"SEO & Content Strategy",Marketing,1500,2.21,79,2023-12-06,2025-01-14,0.04,0.79,3,0.33,"Not Likely"
1366,,22,Male,Canada,Alberta,Undergraduate,Student,Finance,8.4,"MLOps Mastery","AI & Data Science",2600,0.16,0,2024-02-26,2025-01-03,0.1,0.41,4,0.66,"May Leave"
1375,"Chatresh Chaudhari",28,Male,India,"Tamil Nadu",Graduate,Unemployed,Others,0,"Equity Research Essentials",Finance,2000,0.79,0,2022-11-24,2025-04-28,0.74,0.56,0,0.37,"Not Likely"
1385,"Pahal Murthy",45,Female,India,"Tamil Nadu",unknown,Student,Others,0,"Computer Vision Crash Course","AI & Data Science",2250,0.36,0,2025-03-09,2025-01-29,0.83,0.51,2,0.55,"May Leave"
1386,"Oscar Bedi",32,unknown,India,"West Bengal",Diploma,Freelancer,IT,4.8,"Talent Acquisition & Hiring",HR,1250,0.64,0,2024-09-15,2025-02-12,0.92,0.5,3,0.44,"May Leave"
1387,"Brian Garcia",32,unknown,USA,Florida,Undergraduate,Freelancer,Marketing,0,"Quantitative Finance with Python",Finance,2100,2.21,0,2025-03-27,2025-03-06,0.89,0.58,2,0.48,"May Leave"
1389,"Christopher Saraf",33,Male,India,Karnataka,unknown,Unemployed,Education,0,"Fintech Fundamentals",Finance,1900,0.05,63,2024-08-10,2025-03-31,0.43,0.54,1,0.63,"May Leave"
